"list","date","vendor","product","price","cat","subcat","feedback","from","to"
"2014-03-01__iPvWLwBT4C.html","2014-03-01","GoingPostal","0.5 GRAMS MDMA CRYSTALS - REAGENT TESTED",0.04445709,"Drugs","Ecstasy","
    Feedbacks:
    
        
            
                
                    5/5
                    Awesome stealth. Fast shipping. Quality reagent tested product. Will be back.
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Received my order, really fast shipping, it only two 3 days to arrive Domestic in Canada. The product stealth is simply unbelie
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    very very good mdma
took 2 tenths and rolled very very strong for hours..best I have come across in awhile...and I come across
                    

                    4 days ago
                    anon  5.0/5, 10~15 deals
                
            
                
                    5/5
                    BY FAR ONE OF BEST / TRUSTWORTH VENDORS!!
THK GP
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    First Feedback... FE'd on future trust and commitment. hoping to keep this 5/5!
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      Canada
     ","WORLDWIDE
    "
"2014-03-01__iq2fluSSeN.html","2014-03-01","tomorrowman","3 grams afghan heroin #4",1.06539765,"Drugs","Opioids","
    Feedbacks:
    No feedbacks found.
","
      Canada
    
    ",NA
"2014-03-01__iqrvRK01VJ.html","2014-03-01","flaxceed","phentermine (Duromine) 30 x 30mg",0.17712414,"Drugs","Steroids","
    Feedbacks:
    No feedbacks found.
","
      Thailand
     ","Global except Africa
    "
"2014-03-01__iqVBbWlJxo.html","2014-03-01","Sandoz1943","SAMPLE 2 GRAM STRONG AMPHETAMINE SULPHATE",0.04966388,"Drugs","Stimulants","
    Feedbacks:
    No feedbacks found.
","
     EU
     ","Ships to Worldwide
    "
"2014-03-01__iR0b9pyftz.html","2014-03-01","UKPharma","10 x 2mg Lorazapam Blista Strip",0.03692,"Drugs","Benzos","
    Feedbacks:
    
        
            
                
                    5/5
                    Next day delivery. Legit product and well packaged. Recommended vendor.
                    

                    4 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    All good, next day delivery
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
      UK
    
    ",NA
"2014-03-01__iRBNghibjD.html","2014-03-01","lgcutivo","25g - Polen Top Quality A+",0.34667899,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Spain
     ","worldwide
    "
"2014-03-01__irEtlgSSlq.html","2014-03-01","blackhand","Lockpicking book collection",0.00262853,"Information","eBooks","
    Feedbacks:
    No feedbacks found.
","
     Internet
    
    ",NA
"2014-03-01__irLiBCpMiB.html","2014-03-01","Saint_Symbiosis","Symbiosis, 1g Cocaine uncut flake, UK First Class",0.25362508,"Drugs","Stimulants","
    Feedbacks:
    
        
            
                
                    5/5
                    absolute legend, product arrived to the other side of the world nice and quickly. packaged well too, yet to try but absolute co
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Exceptionally fast delivery. I thought i'd had good coke before, but this sets a new standard. thanks again sym
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Yep real deal as ever... FE for trusted vendor... super stealth, high quality... standard Symbiosis
                    

                    3 days ago
                    anon  ~5/5, 1~2 deals
                
            
        
    
","
    
    
    ",NA
"2014-03-01__irLNgbsnN5.html","2014-03-01","StealthBomber","1G Mdma Crystals ★ Greatest Ninja Stealth★ Europe",0.05165657,"Drugs","Ecstasy","
    Feedbacks:
    
        
            
                
                    5/5
                    Great Vendor...Brilliant service and Product....
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Excellent delivery time, excellent stealth. Very professional.
                    

                    2 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    see you next time ;)
                    

                    3 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Fast, good, I recommend
                    

                    0 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    Wow ! Amazing delivery  time : 2 days within EU ! Excellent stealth, and the product smells and looks great. Lot of thanks !
                    

                    0 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Great service, fantastic steatlh, extremely fast shipping. 2 days to Scandinavia. Off white MDMA, will review on forum
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    Prompt shipping. Stealth was really good -- good enough to maybe even fool someone who accidentally opened the letter :) produc
                    

                    1 days ago
                    anon [0 deals]
                
            
                
                    5/5
                    2 days to Spain. Perfect.
                    

                    2 days ago
                    anon [0 deals]
                
            
        
    
","
      Germany
     ","Europe
    "
"2014-03-01__irwr4m4vgl.html","2014-03-01","liteman","White Grape Kush",0.035,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      USA
     ","World
    "
"2014-03-01__iSADuqiD4s.html","2014-03-01","passman","Running A Successful + Profitable Gambling Ring",0.00177939,"Information","Guides","
    Feedbacks:
    
        
            
                
                    5/5
                    
                    

                    2 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
    
    
    ",NA
"2014-03-01__isefheW5in.html","2014-03-01","salamalejkum","custom for t",0.36396724,"Drugs","Psychedelics","
    Feedbacks:
    No feedbacks found.
","
     EU
    
    ",NA
"2014-03-01__isfpKqGLVo.html","2014-03-01","RAD","a-PVP 1g - substitute this for adderall meth speed (or mdpv) & pass drug tests & save $",0.07096098,"Drugs","RCs","
    Feedbacks:
    
        
            
                
                    5/5
                    Seller had great communication during transaction. Fast response and overall great product.
                    

                    1 days ago
                    anon [0 deals]
                
            
        
    
","
      USA
     ","USA
    "
"2014-03-01__iSuMETe8uN.html","2014-03-01","blackhand","The Psychology of Religion, Fourth Edition: An Empirical Approach",0.00262853,"Information","eBooks","
    Feedbacks:
    No feedbacks found.
","
     Internet
    
    ",NA
"2014-03-01__isxgCS1bgi.html","2014-03-01","Amsint","Afghan Kush 2+gr. Free Shipping",0.04960844,"Drugs","Cannabis","
    Feedbacks:
    No feedbacks found.
","
      Netherlands
    
    ",NA
"2014-03-01__iT0hN9Z4k7.html","2014-03-01","TheResistance","30mg Adderall IR x 10",0.53572385,"Drugs","Stimulants","
    Feedbacks:
    
        
            
                
                    5/5
                    Fast shipping. Great stealth. Great product. Always reliable. Fantastic vendor overall.
                    

                    1 days ago
                    anon  ~5/5, 1~2 deals
                
            
                
                    5/5
                    5
                    

                    6 days ago
                    anon  ~5/5, 3~5 deals
                
            
        
    
","
      USA
     ","USA
    "
