"list","date","vendor","product","price","usd","rate","cat","subcat","subsubcat","feedback","from","to"
"2014-11-19__iE82qAXVFf.html","2014-11-19","BurmaImports","a********Y special",0.2616,98.685984,377.24,"Other","NA","NA"," Feedbacks: 5/5 thanks very much, hope to recieve quick will update all on everything, im a regular user so if its good I will let u know, whic 2 days ago anon 1~2 deals ","uk, usa philippines","no info"
"2014-11-19__kg6FGUYZJn.html","2014-11-19","tomorrowman","20 mg hydromorphone powder",0.13089347,49.3782526228,377.24,"Drugs","Opioids","Hydromorphone"," Feedbacks: 5/5 awesome shit, thanks! 35 days ago anon ~4/5, 6~10 deals 5/5 Fe for Tomorrowman. Always has come through fir me. Sometimes a biyt late -bit always comes. 49 days ago anon ~5/5, 3~5 deals 5/5 FE'. Will update 50 days ago anon ~5/5, 6~10 deals 5/5 FE'd... long running outstanding service in the past. 64 days ago anon ~5/5, 3~5 deals ","uk, usa philippines","no info"
"2014-11-19__pdo7h9pcYN.html","2014-11-19","theben","T3 (Genesis), 100 tabs x 50mcg",0.10909657,41.1555900668,377.24,"Drugs","Steroids","NA"," Feedbacks: 5/5 Everything OK :) 138 days ago anon 3~5 deals ","uk, usa philippines","no info"
"2014-11-19__qwJvFzJkhU.html","2014-11-19","RonaldReagon","3.5 G RONALD REAGON'S BEST FIRE METH ON AGORA",0.78441626,295.9131899224,377.24,"Drugs","Stimulants","Meth"," Feedbacks: 5/5 The reigning undisputed king of customer service. It might cost more but it's better and it will be here tomorrow if you're tha 4 days ago anon 5.00/5, 25~40 deals 5/5 6 days ago anon ~5/5, 3~5 deals 5/5 Excellent as usual. Placed order Wednesday night, received early Friday even with all of the darknet hysteria. 11 days ago anon ~5/5, 10~15 deals 5/5 Stellar!! 11 days ago anon ~5/5, 6~10 deals 5/5 13 days ago anon 5.00/5, 25~40 deals 5/5 Perfect vendor! Thanks so much! 23 days ago anon 5.00/5, 25~40 deals 5/5 First order with RR but not my last. High quality and Express shipping came ACTUALLY overnight, on a Saturday. Speechless! 24 days ago anon ~5/5, 10~15 deals 5/5 THE BEST VENDOR IVE USED OR HEARD OF ON THE DW AND IM A TOP RANKED VENDOR MYSELF,PLEASE STAY AROUND BRO ! 26 days ago anon ~5/5, 25~40 deals 5/5 Super strong- purest meth on Agora, plus over a half g overweight 28 days ago anon ~5/5, 25~40 deals 5/5 Listen. I ordered Monday night. Got package Wednesday morning. Weight was over. Quality was awesome. RR for the win. 29 days ago anon ~5/5, 15~25 deals 5/5 Fast!! 39 days ago anon ~5/5, 6~10 deals 5/5 FE International. Great stealth & product, arrived in 3 weeks 40 days ago anon ~5/5, 15~25 deals 4/5 Overall Review is a 4 out of 5. Breakdown: 5 - Delivery Time 5 - Weight 3 - Quality 3 - Stealth I ordered on Monday a 41 days ago anon ~2/5, 3~5 deals 5/5 Outstanding vendor. Best quality product and no BS. 43 days ago anon ~5/5, 15~25 deals 5/5 Epic vendor is epic. Great communication, fast shipping, best product. 5/5 44 days ago anon 5.00/5, 25~40 deals 5/5 Top notch vendor with great quality products 44 days ago anon 5.00/5, 25~40 deals 5/5 Took 7 days to arrive (domestic), vendor kept comm open at all times (thank you). A+ quality as always. 57 days ago anon 5.00/5, 25~40 deals 5/5 Great... 57 days ago anon ~5/5, 25~40 deals 5/5 65 days ago anon 5.00/5, 25~40 deals 5/5 Just plain awesome 69 days ago anon 5.00/5, 25~40 deals ","uk, usa& worldwide","worldwide"
"2014-11-20__ZYSS7akBDi.html","2014-11-20","stiffstyles","PEPPER SPRAY (TOXIC SHIT)",0.22534729,80.2551838606,356.14,"Weapons","Melee","NA"," Feedbacks: 5/5 came very quick, a pleasure to deal with, thanks mate. 23 days ago anon ~5/5, 6~10 deals 5/5 This is seriously some industrial strength shit. Big ups, good to see someone is still allowing us Aussies to have our personal 147 days ago anon 5.00/5, 25~40 deals 5/5 A+++++ 156 days ago anon ~5/5, 15~25 deals ","uk, usa philippines","no info"
"2014-11-21__nuU0UlZRel.html","2014-11-21","optiman","Breaking Bad's Stash! - Wall Plug Stash",0.08,27.9088,348.86,"Drug paraphernalia","Stashes","NA"," Feedbacks: 5/5 5/5 2 days ago anon ~5/5, 25~40 deals 5/5 FE for trusted vendor 10 days ago anon 25~40 deals 5/5 great product 5/5 27 days ago anon 4.81/5, 15~25 deals 5/5 Item arrived. It's seems quite nice! Excellent vendor! 39 days ago anon ~5/5, 25~40 deals ","uk, usa& worldwide","worldwide"
"2014-11-21__Pd0lJ4zevj.html","2014-11-21","Party-A-Lert","89% Pure Cocaine - 200mg",0.05837449,20.3645245814,348.86,"Drugs","Stimulants","Cocaine"," Feedbacks: 5/5 Received quickly. Good product. 3 days ago anon 3~5 deals 5/5 dang nation, some very fine product - thanks 3 days ago anon ~5/5, 70~100 deals 5/5 FE'd 11/17 5pm est Will update. 4 days ago anon ~5/5, 3~5 deals 5/5 Legit vendor. Good gear. 4 days ago anon ~5/5, 15~25 deals 5/5 Real decent blow, will for sure be grabbing a gram more. 4 days ago anon 5.00/5, 40~55 deals 5/5 FE as per First Class Shipping option. Will update with results! 4 days ago anon ~5/5, 10~15 deals 5/5 Only a week to Europe. Stealth could be improved, but the coke is gooood :) 5 days ago anon ~4/5, 15~25 deals 5/5 5 days ago anon ~5/5, 25~40 deals 5/5 Comm was great, weight was over, product is legit. Wouldn't hesistate to order from PAL again!!!! 6 days ago anon ~5/5, 25~40 deals 5/5 Excellent stuff. 4 days to Midwest. Will be back for more 6 days ago anon 1~2 deals 5/5 Fuck Ya BABY! Keep the party coming. To the buyer that said he is like a window licker waiting for the post man, funny shit. 6 days ago anon 5.00/5, 25~40 deals 5/5 quick shipping and great product! 7 days ago anon 6~10 deals 5/5 5/5 great product and shipping. Will order again. Thanks! 8 days ago anon ~5/5, 6~10 deals 5/5 hey that was good think ima get some more 8 days ago anon ~5/5, 10~15 deals 5/5 4 days to NE US from marked shipped. Product as described, VERY good blow. Will definitely be back 8 days ago anon ~5/5, 25~40 deals 5/5 great blow, clean and dissolves nicely, def give it 7.5-8/10 9 days ago anon 5.00/5, 70~100 deals 5/5 Party-a-lert is legit. Product came quickly and was quite nice. Definitely recommended! 9 days ago anon 5.00/5, 25~40 deals 5/5 Should be here in a coupledays. Hopefully, it's the same as the $1 sample cuz that was pretty nice stuff. I plan to cook all 2 11 days ago anon 5.00/5, 70~100 deals 5/5 Great stealth, shipping speed, and communication. Product was decent and I got a good bit extra, will definitely be back 11 days ago anon 5.00/5, 40~55 deals 5/5 2 day shipping and awesome blow - long lasting and clean. Great all around!! 13 days ago anon ~5/5, 15~25 deals ","uk, usa& worldwide","no info"
"2014-11-22__E3XYLTFK0L.html","2014-11-22","TripWithScience","LIQUID MUSHROOMS [Pure Psilocybin] No Nausea, Faster Trip, Cleaner Feel Than Dried Shrooms",0.05616554,19.7725167016,352.04,"Drugs","Psychedelics","Mushrooms"," Feedbacks: 5/5 Got here quick. Can't wait to give it a try. 0 days ago anon 3~5 deals 5/5 Fast delivery, Awesome stealth. 6/5 would buy again! 1 days ago anon 1~2 deals 5/5 This vendor is a true professional. Second order can't wait for my weekend to start! 1 days ago anon ~5/5, 15~25 deals 5/5 5/5 super great. 1 days ago anon ~5/5, 6~10 deals 5/5 1 days ago anon ~5/5, 1~2 deals 5/5 A+++ 2 days ago anon ~5/5, 25~40 deals 5/5 Received Product, Fast Shipping, Cant wait to try! 2 days ago anon 3~5 deals 5/5 Haven't tried it yet but I'm impressed with everything else! 2 days ago anon ~5/5, 15~25 deals 5/5 very quick shipping, best communication imaginable, and a sweet product 2 days ago anon ~5/5, 6~10 deals 5/5 Received quickly, stealth is great. 1 vial is very euphoric for me, very mild visuals. 2 should be quite fun 3 days ago anon ~5/5, 10~15 deals 5/5 3 days ago anon 3~5 deals 5/5 A+++ as usual. Highly recommended! 3 days ago anon 1~2 deals 5/5 Excellent Stealth! 3 bus. days TNT! Professional customer service! Wondrous product! THANKS!!!! 3 days ago anon ~5/5, 3~5 deals 5/5 4 days shipping. 5/5. Awesome product. 3 days ago anon ~5/5, 6~10 deals 5/5 Repeat customer. Vendor even made up for a minor shipping snafu last time by giving me a little bonus. A++ 3 days ago anon ~5/5, 10~15 deals 5/5 3 days ago anon ~5/5, 15~25 deals 5/5 friendliest and most helpful vendor ive ever purchased from! package came about seven days after shipping but seeing as everyon 5 days ago anon 1~2 deals 5/5 Trip has excellent customer service. 6 days ago anon ~5/5, 6~10 deals 5/5 Awesome as always. Thanks again! 7 days ago anon ~5/5, 15~25 deals 5/5 Amazing. 7 days ago anon 3~5 deals ","uk, usa& worldwide","no info"
"2014-11-22__plbuiDqFh7.html","2014-11-22","GoodmedsDK","Xanax Upjohn 1mg/100 Tabs. By Pfizer",0.41763601,147.0245809604,352.04,"Drugs","Benzos","NA"," Feedbacks: 5/5 132 days ago anon ~5/5, 40~55 deals ","uk, usa philippines","world"
"2014-11-22__S0t0VMl547.html","2014-11-22","theben","Testabol Enanthate (British Dragon), 10ml, 250mg/ml",0.1154417,40.640096068,352.04,"Drugs","Steroids","NA"," Feedbacks: 5/5 5/5 Allways Top !! 28 days ago anon ~5/5, 10~15 deals ","uk, usa philippines","no info"
"2014-11-22__TaKiaooU7g.html","2014-11-22","REALRX","1g of B.Tar Heroin",0.34876259,122.7783821836,352.04,"Drugs","Opioids","Heroin"," Feedbacks: 5/5 FE again, always great stuff. will update 4 days ago anon ~5/5, 3~5 deals 5/5 FE REALRX is the man 5 days ago anon ~5/5, 3~5 deals 5/5 FE for the greatest! Sure it's gonna be fire! 7 days ago anon 5.00/5, 55~70 deals 5/5 FE for a great vendor! Will update on arrival. 8 days ago anon ~5/5, 25~40 deals 5/5 5/5! Awesome! 8 days ago anon ~5/5, 55~70 deals 5/5 FE'D for the man 9 days ago anon 3~5 deals 5/5 FE for trusted vendor 13 days ago anon 1~2 deals 5/5 Sweet baby jesus. I got gun powder instead of tar which is awesome. this shit seems better than all the rest. RRx, you're the m 15 days ago anon 6~10 deals 5/5 18 days ago anon ~5/5, 10~15 deals 5/5 Exceptional stealth. Thanks. 18 days ago anon ~5/5, 6~10 deals 0/5 FALSE ADVERTISEMENT. Makes you finalize and sends you bullshit, gets angry, doesn't compensate! Will Never buy again! 19 days ago anon ~2/5, 15~25 deals 5/5 Always reliable. Thank you ! 19 days ago anon ~5/5, 40~55 deals 5/5 GPH which is a great replacement~! 5/5! 21 days ago anon ~5/5, 55~70 deals 5/5 best gear yet! order came in one day, couldn't ask for any better 22 days ago anon ~5/5, 25~40 deals ","uk, usa& worldwide","no info"
"2014-11-22__thywN8VtDa.html","2014-11-22","novaspeed","METH",0.23,80.9692,352.04,"Drugs","Stimulants","Meth"," Feedbacks: 5/5 good stuf, rapid 27 days ago anon 5.00/5, 70~100 deals 5/5 44 days ago anon 3~5 deals 5/5 53 days ago anon 6~10 deals 5/5 57 days ago anon 3~5 deals 5/5 Finally got it, as per instructed in last message. Thanks 81 days ago anon ~5/5, 6~10 deals 5/5 106 days ago anon 3~5 deals 5/5 106 days ago anon 3~5 deals 5/5 126 days ago anon 6~10 deals 5/5 151 days ago anon 3~5 deals 5/5 151 days ago anon 6~10 deals 5/5 162 days ago anon 3~5 deals 5/5 nice shards 183 days ago anon 6~10 deals 5/5 Sehr Gut ! 200 days ago anon 3~5 deals 5/5 great! 210 days ago anon 6~10 deals ","uk, usa philippines","eu"
"2014-11-23__BuA8qZP7JF.html","2014-11-23","stiffstyles","Pump wedge- for car thieves",0.1649473,60.497721221,366.77,"Services","Other","NA"," Feedbacks: 5/5 came all good with some freebies too !! thanks man 25 days ago anon ~5/5, 6~10 deals 5/5 great vendor and product 242 days ago anon 4.74/5, 70~100 deals ","uk, usa philippines","no info"
"2014-11-23__KxtFUk5X4F.html","2014-11-23","Gotmilk","100 tabs-CODEINE SULFATE 15MG CODIENE CADILA $95",0.26170798,95.9866358246,366.77,"Drugs","Prescription","NA"," Feedbacks: 5/5 great pills. recieved extra. thanks. 89 days ago anon ~5/5, 3~5 deals ","uk, usa philippines","no info"
"2014-11-23__lux0Xp7hrS.html","2014-11-23","apoteket","Iktorivil 2mg (Klonazepam) by Roche - 250 st",0.83229296,305.2600889392,366.77,"Drugs","Benzos","NA"," Feedbacks: 5/5 kom som ut lovat och tack för extra...bästa vendor på denna sida helt klart!! 227 days ago anon 5.00/5, 6~10 deals ","uk, usa philippines","european union"
"2014-11-23__zeveonkxPk.html","2014-11-23","fake","How to disappear in America without a trace - 96 pages",0.02531645,9.2853143665,366.77,"Information","eBooks","NA"," Feedbacks: 5/5 Thanks. Started reading a bit into it, I think it can def. be worth the price. Thanks 173 days ago anon 6~10 deals ","uk, usa philippines","no info"
"2014-11-23__eMMqbbb8zG.html","2014-11-23","MrSunshine","Bunk Buster2  50+ Multi Drug Test Kit",0.07161949,26.2678803473,366.77,"Drug paraphernalia","Pipes","NA"," Feedbacks: 5/5 4 days ago anon ~5/5, 10~15 deals 5/5 Exactly what the listing said is what you receive. We had an issue with shipping but Sunshine was going to reship but it arrive 39 days ago anon ~5/5, 25~40 deals 5/5 Mandelin Reagent Test and Charts showed but test tubes not with vender is sending now will update on arrive 78 days ago anon 5.00/5, 15~25 deals 5/5 Good products, helpful vendor. 81 days ago anon ~5/5, 15~25 deals 3/5 Package was leaking, quite a bit missing, otherwise alright. 118 days ago anon ~5/5, 6~10 deals ","uk, usa philippines","no info"
"2014-11-23__V4KJ8J8dVJ.html","2014-11-23","RepAAA","Rolex - Submariner Classic Black ETA [AAA+]",0.74636992,273.7460955584,366.77,"Counterfeits","Watches","NA"," Feedbacks: 5/5 Flawless!, arrived in 4 working days! to UK probably the fastest delivey on earth, thanks. 66 days ago anon ~5/5, 6~10 deals 5/5 Above and beyond what I expected, holy crap! 10/5 95 days ago anon 5.00/5, 25~40 deals 5/5 AAA+ 160 days ago anon ~5/5, 1~2 deals 5/5 Excellent quality watch. Excellent customer service. Excellent exchange 5/5. Thanks Rep, c u soon 265 days ago anon 5.00/5, 100~150 deals 5/5 nice contact and god bussines thank you! 265 days ago anon ~5/5, 1~2 deals ","uk, usa philippines","worldwide"
"2014-11-24__BGLp3hjuFd.html","2014-11-24","Mandala","2g Cali Orange Bud ; Indoor ; Organic ; SKUNK ; A+ Quality",0.08369734,31.4065898616,375.24,"Drugs","Cannabis","Weed"," Feedbacks: 5/5 Super fast, good stuff, good vendor! Will order again! 2 days ago anon ~5/5, 1~2 deals 5/5 solid vendor, good service and product 2 days ago anon ~5/5, 6~10 deals 5/5 Next day delivery, top stealth for domestic, weight is spot on, a little leafy but sticky, weed is good. And thanks for the ext 3 days ago anon ~5/5, 15~25 deals 5/5 1 day domestic! Good weed. Thanks! 3 days ago anon 5.00/5, 70~100 deals 5/5 Arrived within 24h, nice stealth, good weed! Keep up the good work :) 83 days ago anon 5.00/5, 40~55 deals 5/5 All good, nice product, awesome service and friendly contact, will order again! 83 days ago anon ~5/5, 10~15 deals 5/5 great service, great vendor, ty 89 days ago anon 5.00/5, 15~25 deals 5/5 Fast delivery and good quality. 5/5 93 days ago anon ~5/5, 25~40 deals 5/5 First the stealth is very good and done in a fucking awesome way. When i opened it i found a lil goodie extra in it ;) weed is 133 days ago anon 5.00/5, 15~25 deals 5/5 Superschnell, mit megaviel Liebe gepackt. Absolut empfehlenswert! 143 days ago anon 5.00/5, 25~40 deals 5/5 fast and stealth shipping, good smelling weed, will order again 144 days ago anon 4.64/5, 15~25 deals 5/5 152 days ago anon ~5/5, 6~10 deals 5/5 Very nice weed, friendly contact, nice little gift, great stealth and fast delivery! 154 days ago anon ~5/5, 15~25 deals 5/5 NextDayDelivery. Very good quality! Awesome vendor! TRUSTED! 5/5 156 days ago anon 5.00/5, 100~150 deals 5/5 great vendor , awesome stealth :) and product very very good 5/5 196 days ago anon ~5/5, 15~25 deals 5/5 fast shipping. good quality. and thanks for the present 207 days ago anon 4.88/5, 70~100 deals 5/5 Good stealth, shipping time ok, product looks and smells nice. Good vendor! 209 days ago anon 5.00/5, 40~55 deals 5/5 Great vendor; amazing stealth, super fast shipping, friendly contact and good quality product. 212 days ago anon ~5/5, 3~5 deals ","uk, usa philippines","eu"
"2014-11-24__FEjsVY7zUg.html","2014-11-24","b1g1mpact","108g - Iboga Rootbark - High Quality, Cameroon",1.38438243,519.4756630332,375.24,"Drugs","Psychedelics","Other"," Feedbacks: 5/5 A++ vendor. Potent&fresh. Feel free to order and use for personal grow or disrupt any kind of addiction :) 129 days ago anon ~5/5, 3~5 deals 5/5 really came through for me and can be trusted, clean two weeks now! 211 days ago anon ~5/5, 10~15 deals ","uk, usa& worldwide","no info"
"2014-11-24__nh296Tucii.html","2014-11-24","Amsterdamngood","10x 20mg Methadone pills",0.24334847,91.3140798828,375.24,"Drugs","Prescription","NA"," Feedbacks: 1/5 Ordered but didn't recieve and haven't recieved a letter from customs. So I took refund but that didn't arrive either. I have b 113 days ago anon 5.00/5, 15~25 deals 5/5 188 days ago anon ~5/5, 10~15 deals 5/5 TOP NOTCH SERVICE. THANKS 222 days ago anon 5.00/5, 15~25 deals 5/5 decent seller, happy to resolve any issues that may arise. communication is key. cheers 276 days ago anon ~5/5, 15~25 deals ","uk, usa philippines","no info"
"2014-11-25__fz0jkZcfWG.html","2014-11-25","medsguru","Ultram/Tramadol 50 mg x 100 tabs",0.03826432,14.3766703104,375.72,"Drugs","Prescription","NA"," Feedbacks: 5/5 FE as requested fingers crossed! 0 days ago anon 3~5 deals ","uk, usa philippines","worldwide"
"2014-11-25__g3oCmYK692.html","2014-11-25","Gotmilk","tramadol-225mg-500-pills-500usd",1.27547766,479.2224664152,375.72,"Drugs","Prescription","NA"," Feedbacks: 4/5 Seemed to be old stock. Blister packs crumbled with age. Definitely not 225mg as their 200mg were stronger, but I'll still do b 67 days ago anon ~5/5, 6~10 deals ","uk, usa philippines","no info"
"2014-11-27__rXmzt7XCNL.html","2014-11-27","charliebrown1","50 euro counterfeit notes - 50 pcs",1.24408384,459.2411086976,369.14,"Counterfeits","Money","NA"," Feedbacks: 5/5 6 days ago anon ~5/5, 6~10 deals ","uk, usa philippines","no info"
"2014-11-30__e9BySmLoas.html","2014-11-30","technohippy","5 DOB's | 1.5mg Blotters | UK Vendor",0.02929427,11.0465762743,377.09,"Drugs","Psychedelics","Other"," Feedbacks: 5/5 Finalized Early. Trusted Vendor - Excellent Products + Service 4 days ago anon ~5/5, 3~5 deals 5/5 Great to see you back here. Received my pack in great stealth with extras. Classic Technohippy 10 days ago anon 5.00/5, 40~55 deals 5/5 Fast, great stealth and a bonus tab. Excellent! 143 days ago anon ~5/5, 10~15 deals 5/5 arrived in good time with extra free. Very happy. 143 days ago anon 5.00/5, 40~55 deals 5/5 FE'd, arrived promptly with extra tabs 153 days ago anon ~4/5, 10~15 deals 5/5 Domestic UK order. Fast shipping. Good stealth. Got freebie for which I and my friend are very thankful. Had not tried the subs 156 days ago anon ~5/5, 6~10 deals 5/5 FE as have dealt with before, great product, tripped balls for at least six hours, took two and was seeing shit for a WHOLE day 164 days ago anon ~5/5, 15~25 deals 5/5 Excellent stealth plus 20% extra free! Huzzah! Will update at some point with a trip report. 176 days ago anon ~5/5, 10~15 deals 5/5 TH rule. Best DOB on the market...beat everything on the market! 178 days ago anon ~5/5, 25~40 deals 5/5 5xDOMs 5MG - 1 IS ENOUGH TO FEEL THIS SHIT. TRUST. 181 days ago anon ~5/5, 6~10 deals 5/5 Arrived next day and came with one extra, very good service. 182 days ago anon ~5/5, 10~15 deals 5/5 SUPER QUICK DELIVERY 5/5... 185 days ago anon ~5/5, 6~10 deals 5/5 Came with one extra - Professional packaging - A+++ 186 days ago anon ~5/5, 15~25 deals 5/5 Fast shipping 188 days ago anon 5.00/5, 55~70 deals 5/5 Quick delivery! Great stealth, will be placing more orders! 190 days ago anon ~5/5, 15~25 deals 5/5 not tested yet, arrived in 5 days UK->Germany 215 days ago anon ~5/5, 10~15 deals 5/5 quick and easy 228 days ago anon ~5/5, 40~55 deals 5/5 Quick delivery, excellent stealth and he even threw in a few extras. A+ 235 days ago anon ~5/5, 10~15 deals 5/5 Thanks! Came quick! Best stealth ever, almost threw it away. Thought it was a bill or something haha. 236 days ago anon 4.92/5, 25~40 deals 5/5 Very fast shipping - amazing! Clever stealth, too. Got some extra! Recommended vendor! Can't comment on the product yet. 256 days ago anon ~5/5, 6~10 deals ","uk, usa philippines","eu"
